question,Group,document
"Ngoài tài trợ xây dựng cơ sở vật chất, mối liên hệ quốc tế còn hỗ trợ điều gì khác?",Legal,bc641f13
Bộ Lao động Thương binh và Xã hội có trách nhiệm gì đối với những người đã cai nghiện ma tuý?,Legal,bc641f13
Thời hạn giải ngân tiền hỗ trợ cho NSDLĐ theo nghị quyết nào?,Legal,018ec65b
Ngày bao lâu thì hết thời hạn giải ngân tiền hỗ trợ cho NSDLĐ theo nghị quyết 42?,Legal,018ec65b
NSDLĐ được hỗ trợ bao nhiêu tiền theo nghị quyết 42?,Legal,018ec65b
Nghị quyết 42 ra đời vào năm nào?,Legal,018ec65b
"Theo nghị quyết 42, tiền hỗ trợ cho NSDLĐ được giải ngân đến tháng nào năm 2020?",Legal,018ec65b
Phó chỉ huy trưởng Ban chỉ huy quân sự xã được bổ nhiệm dựa trên tiêu chí gì?,Legal,b98438f9
 Phó chỉ huy trưởng Ban chỉ huy quân sự xã được hưởng phụ cấp đặc thù bao gồm những nội dung nào?,Legal,b98438f9
Mức độ phụ cấp đặc thù của người Phó chỉ huy trưởng Ban chỉ huy quân sự xã được tính như thế nào?,Legal,b98438f9
"Thời gian hưởng phụ cấp đặc thù quốc phòng, quân sự đối với Phó chỉ huy trưởng Ban chỉ huy quân sự xã là bao lâu?",Legal,b98438f9
Những trường hợp nào được hưởng toàn bộ phụ cấp đặc thù của tháng?,Legal,b98438f9
Các phương thức nào được sử dụng để chuyển kết quả giải quyết thủ tục hành chính từ giấy sang điện tử?,Legal,f8e0eebe
Phiên bản di chuyển dữ liệu giải quyết thủ tục hành chính từ giấy sang điện tử là gì?,Legal,f8e0eebe
"Phương án nào cho phép lưu trữ kết quả giải quyết thủ tục hành chính trên hệ thống thông tin, cơ sở dữ liệu?",Legal,f8e0eebe
Có bao nhiêu cách để số hóa kết quả giải quyết thủ tục hành chính từ giấy sang điện tử?,Legal,f8e0eebe
Thủ tục chuyển đổi kết quả giải quyết thủ tục hành chính từ giấy sang điện tử bao gồm những công đoạn nào?,Legal,f8e0eebe
"Theo tiêu chuẩn, trình độ đào tạo cao nhất giáo viên THPT hạng I cần phải có là gì?",Legal,0a769379
"Để trở thành giáo viên THPT hạng I, ngoài bằng cấp, yêu cầu gì khác?",Legal,0a769379
Giáo viên THPT hạng I được đào tạo chuyên ngành môn học giảng dạy phải có bằng cấp gì?,Legal,0a769379
"Ngoài bằng thạc sĩ quản lý giáo dục, giáo viên THPT hạng I còn có thể có bằng cấp gì?",Legal,0a769379
Chứng chỉ bồi dưỡng nào được quy định cho giáo viên THPT hạng I?,Legal,0a769379
Cờ hiệu ưu tiên của xe hộ đê có hình dạng như thế nào?,Legal,33a77038
Màu sắc nền và viền của cờ hiệu ưu tiên xe hộ đê là gì?,Legal,33a77038
Kích thước của cờ hiệu ưu tiên xe hộ đê là bao nhiêu?,Legal,33a77038
Kiểu chữ 'HỘ ĐÊ' trên cờ hiệu ưu tiên xe hộ đê là gì?,Legal,33a77038
Chiều dài cán cờ của xe hộ đê là bao nhiêu?,Legal,33a77038
Những yêu cầu cần phải đáp ứng khi xuất khẩu nguồn phóng xạ là gì?,Legal,8acff342
Vận chuyện an toàn nguồn phóng xạ cần đảm bảo điều gì?,Legal,8acff342
"Nguồn phóng xạ thuộc Nhóm 1, Nhóm 2 cần giấy phép nhập khẩu từ đâu?",Legal,8acff342
Cần có tài liệu gì để chứng minh nguồn gốc của nguồn phóng xạ khi xuất khẩu?,Legal,8acff342
Gói và dán nhãn nguồn phóng xạ theo quy định như thế nào khi xuất khẩu?,Legal,8acff342
Công ty nào được coi là thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam?,Legal,0e9a2dd2
Ủy ban Chứng khoán Nhà nước có vai trò gì trong việc xác định thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam?,Legal,0e9a2dd2
Trình độ nào được yêu cầu đối với một ngân hàng để được phép trở thành thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam?,Legal,0e9a2dd2
Điều kiện cần thiết để một công ty chứng khoán trở thành thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam là gì?,Legal,0e9a2dd2
"Ngoài công ty chứng khoán và ngân hàng, loại tổ chức nào khác có thể trở thành thành viên của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam?",Legal,0e9a2dd2
Yêu cầu gì khi sao chụp tài nguyên thông tin để bảo quản?,Legal,7f2fdd93
Sao chụp tài nguyên thông tin cần đảm bảo những điều kiện gì?,Legal,7f2fdd93
Những lưu ý khi sao chụp tài nguyên thông tin là gì?,Legal,7f2fdd93
Hình ảnh sao chụp tài nguyên thông tin phải có những đặc điểm nào?,Legal,7f2fdd93
Làm cách nào để bảo quản tài nguyên thông tin khi sao chụp?,Legal,7f2fdd93
"Người nào được giao nhiệm vụ thực hiện kiểm soát nội bộ, kiểm toán nội bộ tại Ngân hàng Nhà nước?",Legal,03faabaf
"Kiểm soát nội bộ, kiểm toán nội bộ ở các đơn vị thuộc Ngân hàng Nhà nước được thực hiện bởi ai?",Legal,03faabaf
"Vai trò của công chức, viên chức trong kiểm soát nội bộ, kiểm toán nội bộ NHNN là gì?",Legal,03faabaf
"Ai thực hiện công tác kiểm soát nội bộ, kiểm toán nội bộ?",Legal,03faabaf
"Ngoài công chức, viên chức còn ai else tham gia kiểm soát nội bộ, kiểm toán nội bộ NHNN?",Legal,03faabaf
Vi phạm về chứng chỉ kiểm định viên có thể bị phạt bao nhiêu tiền?,Legal,7c85ff74
Hành vi cá nhân không có chứng chỉ kiểm định kỹ thuật an toàn lao động sẽ bị phạt tiền bao nhiêu?,Legal,7c85ff74
Bổ sung câu hỏi ở đây,Legal,7c85ff74
Mức phạt tiền đối với hành vi cá nhân hoạt động kiểm định kỹ thuật an toàn lao động không có chứng chỉ khoảng bao nhiêu?,Legal,7c85ff74
Trả lời câu hỏi tại đây,Legal,7c85ff74
Vi phạm qui định về thông báo khai thác mạng sẽ bị phạt như thế nào?,Legal,31faae90
Hệ quả pháp lý khi cung cấp dịch vụ viễn thông mà không thông báo chính thức khai thác?,Legal,31faae90
Lạm dụng dịch vụ viễn thông mà không có thông báo khai thác mạng sẽ bị xử lý ra sao?,Legal,31faae90
Giới hạn mức phạt đối với hành vi không thông báo khai thác mạng?,Legal,31faae90
"Theo luật, việc cung cấp dịch vụ viễn thông cần thông báo khai thác mạng chưa được thực hiện sẽ dẫn đến kết quả gì?",Legal,31faae90
Từ chối cung cấp dịch vụ bưu chính công ích có vi phạm pháp luật không?,Legal,961510fc
Hậu quả pháp lý của việc từ chối cung cấp dịch vụ bưu chính công ích là gì?,Legal,961510fc
Cung cấp dịch vụ bưu chính công ích là nghĩa vụ của ai?,Legal,961510fc
Mức phạt đối với việc từ chối cung cấp dịch vụ bưu chính công ích cụ thể như thế nào?,Legal,961510fc
Những trường hợp nào được xem là từ chối cung cấp dịch vụ bưu chính công ích?,Legal,961510fc
Sổ đăng ký thành viên công ty có thể tồn tại dưới dạng nào?,Legal,5e56a9f2
Công ty TNHH được phép sử dụng loại hình sổ đăng ký thành viên nào?,Legal,5e56a9f2
Văn bản giấy có phải là hình thức duy nhất của sổ đăng ký thành viên?,Legal,5e56a9f2
"Ngoài bản giấy, sổ đăng ký thành viên có thể là gì?",Legal,5e56a9f2
Sổ đăng ký thành viên công ty TNHH có thể lưu trữ dưới dạng nào?,Legal,5e56a9f2
"Bánh xe mô tô, xe máy không có đèn báo phanh có thể bị phạt bao nhiêu tiền?",Legal,5fe9e604
"Khi điều khiển xe mô tô, xe gắn máy không có đèn báo phanh, tình trạng phạt như thế nào?",Legal,5fe9e604
"Hạ mức phạt tiền cho xe mô tô, xe gắn máy không có đèn báo phanh là bao nhiêu?",Legal,5fe9e604
"Điều quan trọng khi điều khiển xe mô tô, xe máy là gì?",Legal,5fe9e604
"Ngoài phạt tiền, điều khiển xe mô tô, xe gắn máy không có đèn báo phanh còn có hình phạt nào khác không?",Legal,5fe9e604
"Người vi phạm trang trí, treo biển quảng cáo vào cột đèn chiếu sáng không đúng quy định sẽ bị xử phạt như thế nào?",Legal,3c6ac5d7
 mức phạt tiền tối đa cho hành vi treo biển quảng cáo vào cột đèn chiếu sáng không đúng quy định là bao nhiêu?,Legal,3c6ac5d7
Cảnh cáo kèm phạt tiền thuộc mức nào đối với hành vi treo biển quảng cáo vào cột đèn chiếu sáng không đúng quy định?,Legal,3c6ac5d7
Hạn mức phạt tiền cho hành vi treo biển quảng cáo vào cột đèn chiếu sáng không đúng quy định là bao nhiêu?,Legal,3c6ac5d7
"Ngoài cảnh cáo, đối với hành vi treo biển quảng cáo vào cột đèn chiếu sáng không đúng quy định, người vi phạm còn phải chịu hình phạt gì?",Legal,3c6ac5d7
Bạn có thể cấp lại chứng chỉ hành nghề xây dựng hết hạn không?,Legal,f476e238
Điều kiện gì cần có để cấp lại chứng chỉ hành nghề?,Legal,f476e238
Có cần thi kiến thức pháp luật khi cấp lại chứng chỉ hành nghề không?,Legal,f476e238
Chứng chỉ hành nghề hết hạn đề nghị thi bao nhiêu câu hỏi?,Legal,f476e238
Nội dung 20 câu hỏi khi cấp lại chứng chỉ hành nghề liên quan đến lĩnh vực gì?,Legal,f476e238
Bộ Công an có trách nhiệm gì trong việc phòng chống tác hại của rượu bia?,Legal,c1f33cdb
Việc quản lý nhà nước về phòng chống tác hại của rượu bia thuộc lĩnh vực nào của Bộ Công an?,Legal,c1f33cdb
Bộ Công an có những biện pháp gì để tăng cường phòng chống tác hại của rượu bia?,Legal,c1f33cdb
Bộ Công an giữ vai trò gì trong việc phổ biến luật lệ về nồng độ cồn?,Legal,c1f33cdb
Bộ Công an vận động người dân tuân thủ luật lệ về rượu bia bằng cách nào?,Legal,c1f33cdb
Kiểm soát viên chính thị trường có trách nhiệm gì?,Legal,fed107f6
Đối tượng nào được quy định làm kiểm soát viên chính thị trường?,Legal,fed107f6
Nâng cao trình độ chuyên môn cho Kiểm soát viên chính thị trường bao gồm những yêu cầu gì?,Legal,fed107f6
Kiểm soát viên chính thị trường cần có chứng chỉ ngoại ngữ loại nào?,Legal,fed107f6
Kiểm soát viên chính thị trường phải có chứng chỉ tin học bao nhiêu?,Legal,fed107f6
"Theo pháp luật, bán cổ phần lần đầu tiên và chuyển nhượng vốn nhà nước áp dụng nguyên tắc gì?",Legal,77122a79
Cơ chế bán cổ phần lần đầu tiên và chuyển nhượng vốn nhà nước theo phương thức dựng sổ cần mang tính chất gì?,Legal,77122a79
Nguyên tắc nào phải được tuân thủ khi tiến hành bán cổ phần lần đầu và chuyển nhượng vốn nhà nước?,Legal,77122a79
Bán cổ phần lần đầu và chuyển nhượng vốn nhà nước theo phương thức dựng sổ cần đạt được mục tiêu gì?,Legal,77122a79
Cách thức thực hiện bán cổ phần lần đầu và chuyển nhượng vốn nhà nước theo phương thức dựng sổ phải minh bạch và công khai như thế nào?,Legal,77122a79
 thông tin về chứng chỉ hành nghề đo đạc và bản đồ bao gồm những gì?,Legal,bc023e1b
"Để biết thêm chi tiết về chứng chỉ hành nghề đo đạc và bản đồ, cần cung cấp thông tin gì?",Legal,bc023e1b
"Chứng chỉ hành nghề đo đạc và bản đồ bao gồm tên riêng, thông tin liên lạc, và những yếu tố nào khác?",Legal,bc023e1b
Cho biết ngày cấp chứng chỉ và hạn sử dụng của chứng chỉ hành nghề đo đạc và bản đồ?,Legal,bc023e1b
Thông tin về trình độ chuyên môn được công bố trong chứng chỉ hành nghề đo đạc và bản đồ là gì?,Legal,bc023e1b
"Khi quỹ đầu tư chứng khoán bị định giá cao, nhà đầu tư mua chứng chỉ quỹ trong thời gian đó và giữ cho đến sau khi sai sót được điều chỉnh sẽ được đền bù thế nào?",Legal,be6f12d2
"Nếu quỹ đầu tư chứng khoán bị định giá sai, nhà đầu tư sở hữu chứng chỉ quỹ sau thời gian sai sót được tính như thế nào?",Legal,be6f12d2
Độ lớn của đền bù đối với nhà đầu tư khi quỹ đầu tư chứng khoán bị định giá cao phụ thuộc vào những yếu tố nào?,Legal,be6f12d2
Số lượng đơn vị quỹ và mức độ sai sót ảnh hưởng như thế nào đến mức đền bù cho nhà đầu tư?,Legal,be6f12d2
"Trong trường hợp quỹ đầu tư chứng khoán định giá sai, nhà đầu tư  có quyền đòi gì sau khi sai sót được điều chỉnh?",Legal,be6f12d2
Một người chỉ bị tổn thương tinh thần có phải là nạn nhân trong vụ án hình sự không?,Legal,2cb8c7ef
Trường hợp chỉ bị thiệt hại về tinh thần có được coi là bị hại trong lĩnh vực pháp luật không?,Legal,2cb8c7ef
Người mà chỉ có tổn thương tinh thần có khẳng định là nạn nhân trong một vụ án không?,Legal,2cb8c7ef
